Sentence,Aspect
"If you want to feel the city vibes and eat close by at more authentic restaurants, don't stay here.",LOCATION
Nothing Exciting Stayed here for one night before moving over to The Phoenician.,OTHER
Located in a so so area of North Phoenix.,LOCATION
The room itself had a popcorn ceiling and poorly textured walls.,ROOMS
"The comforter and bedding, as well as the entire interior, were all standard Hilton - nothing to connote the southwest (the comforter was a loudy itchy green floral print).",ROOMS
The wash basin was also located in the bedroom (not in the bathroom) which struck me as odd and does not help matters when one person is an earlier riser than another.,ROOMS
View = My wife and I were given a view which overlooked a parking lot and other peoples balconies.,ROOMS
"And it is far, very far, from being even one of the top 5-6 resorts in the area.",OTHER
A Fantastic Experience...,OTHER
"February 20, 2007Fantastic Place...My wife and I spent the last week at the Iberostar Bavaro Punta Cana.",OTHER
The weather was really tropical and sunny.,NOTRELATED
It was in the mid-80's during the day and the 70's at night.,NOTRELATED
Perfect-especially considering it was 8 at home in Michigan.,NOTRELATED
The best resort experience we have ever had.What we really liked...1.,OTHER
The suites were neat and well maintained.,CLEANLINESS
We read about a musty smell in the rooms.,ROOMS
We were able to eliminate this by opening the patio doors for a couple of hours each day and by keeping the lid closed on the toilet.,CLEANLINESS
The grounds were beatiful and at night the ground lighting created a romantic effect in the landscaping.,BUILDING
It was quiet and peaceful almost all of the time.,BUILDING
Not many loud drinking parties.,OTHER
The staff was friendly and energetic.,SERVICE
They performed task with a positive attitude.,SERVICE
We often observed them singing to the background music.,SERVICE
They were not intrusive or or patronizing.,SERVICE
They carried themselves with dignity and were appreciative of tips-while not acting as though they expected to be tipped.,SERVICE
The beach had numerous palm thatched cabana's.,LOCATION
We able to reserve one every day.,NOTRELATED
We spent most of the day on the beach.,NOTRELATED
You could be in the sun or in the shade.,NOTRELATED
The water was a tropical blue with darker shading over the coral reefs.,NOTRELATED
There was constant activity on the beach and just off shore.,NOTRELATED
People constantly walked the beach-about 10% of the women are topless.,NOTRELATED
"There are power boats, sail boats para sails up and down the beach.",NOTRELATED
The snorkeling in front of the Bavaro was very good and snorkel equipment was free for one hour each day.,NOTRELATED
"Yellow tail snapper (some a foot long) and barracuda, sargeant fish, and tripletail were within 200 feet of the beach.",NOTRELATED
We are in our 50's and enjoyed the contact with the families with young children.,NOTRELATED
The parents and the children were well mannered.,NOTRELATED
The staff does a nice job entertaining the children.,SERVICE
Every night the kids were involved in putting on little shows.,SERVICE
The food was generally of good quality-but not necessarily geared to American tastes.,FOOD
You had to pick and chose.,FOOD
"We liked the grilled foods the best- chicken, lobster, steak and the chips and salsa.",FOOD
"On Wednesday night, they serve lobster at the buffet.",FOOD
Choose to go to the specialty resturants on other nights.,FOOD
We liked the Japenese and the Steakhouse the best.,FOOD
"Most of the drinks were rum drinks, but you could get other types of drinks on request.",FOOD
"""Not professional management""",SERVICE
I stayed at the RIU the last time I visited Miami.,OTHER
"While there, a hurricane came through.",NOTRELATED
"Because of the large amounts of water, my room flooded, as did many others.",ROOMS
My room was on the top floor and the ceiling leaked badly.,ROOMS
The hotel was sold out and I could not move to another room.,OTHER
"They did have one room available, but it was leaking as well.I spoke to the manager, Joanna Turmo, about my room.",ROOMS
"She offered to, take care of my parking during my stay.",SERVICE
"She also told me to call her the next time I was visiting Miami and that she would,take care of me.Although my room was damaged(ceiling leaking and carpet flooded) I agreed with the offer and continued my stay at the hotel.",ROOMS
"Here is my problem: I do realize that they had no control over the heavy rains from the hurricane, I have no problems with that.",OTHER
"However, what makes me angry is that when I try to contact the manager, Joanna Turmo, she will not take my calls, or return my calls.",SERVICE
"As I said earlier, she offered to, take care of me, the next time I visited Miami.",SERVICE
"So, if you ever have a bad experience at this hotel and they promise you something, you better get it in writing because Joanna Turmo will not come to the phone.",SERVICE
The staff will tell you she is in a meeting or is not in the hotel.I have tried to call Joanna on two occassions that I visited/planned to visit Miami.,SERVICE
Not worth the reputation,VALUE
I am now staying in the hotel and I have a lot of dissatisfaction about the hotel.I am living in the deluxe room and it is facing to the office directly.,ROOMS
The staff said I need to pay at least 5000 yens to change to another deluxe room for better view.,CHECKIN
There is a lot of high tech inside the room but some is just too high tech and not useful and even dangerous.,ROOMS
"They used Lavazza coffee cooker to provide the hot water, which is very dangerous.",OTHER
There is no fruit complementary despite some website say it is provided.,SERVICE
"The cafe downstairs is terrible, decoration is bad and smelly.",BUILDING
Bacon is not deep fired.I resend to choose Tokyo Peninsula for my Christmas Holiday .But I will highly recommend Tokyo Hong Kong which I had my wedding in this hotel many years ago.,FOOD
Great Hotel The first thing you see coming down the steps of the station at,OTHER
Ferrovia is the Grand Canal.,OTHER
"the second thing, just over the bridge, is the Hotel Antiche Figure, and what a welcome sight!",LOCATION
"The location is perfect for bus and train station,and the water buses are right there.",LOCATION
"We found the staff at the hotel charming and helpful, and the accommodation very good.",SERVICE
The recommended local restaurants were excellent.,NOTRELATED
No better place to stay in Venice.,OTHER
"A good value, with a few kinks",OTHER
We stayed at the Palladium Grand Bavaro.,OTHER
The hotels grounds are immaculate.,BUILDING
The room (a Romance Suite) was very spacious and near both the beach and pool.,ROOMS
"One of the highlights was the staff: they were great, from the groundskeepers to the maids to the bar and wait staff.",SERVICE
We booked through Apple Vacations and their staff was competent and helpful.,NOTRELATED
"Apple had 2 reps on duty in the hotel lobby and, since they spoke excellent English, they could help us with some of the kinks we had with the hotel.",SERVICE
More on this below.,NOTRELATED
"Positives: very clean, incredible beach, ample bars and watering holes all around the campus, excellent athletic facilities, and again cannot overemphasize the friendly staff.",CLEANLINESS
"I would recommend this place, but arm yourself with good information from people who have stayed there before.",OTHER
"On your way in, grab one of the oodles of people checking out and get their advice.",OTHER
I think the pitfalls I discuss below could be avoided if you know what you're up against from the outset.,OTHER
Rooms in punta cana don't really have views.,ROOMS
"Beaches are monopolized by beach huts and restaurants, so don't expect a room right on the water.",ROOMS
